"text","text_en","cmp_code","eu_code"
"MENSAJE DEL SEÑOR EXPRESIDENTE DON JOSE JOAQUIN TREJOS FERNANDEZ","MESSAGE FROM FORMER PRESIDENT DON JOSE JOAQUIN TREJOS FERNANDEZ","H",NA
"En el año de 1965 presenté a los costarricenses el Programa de Gobierno de la Unificación Nacional.","In 1965 I presented to the Costa Ricans the Government Program of National Unification.","305.2",NA
"Era un programa lleno de contenido social y de desarrollo humano para bienestar de todos mis conciudadanos.","It was a program full of social content and human development for the welfare of all my fellow citizens.","305.2",NA
"Cuando tuve el honor de ejercer la primera magistratura en el período de 1966-1970, tuve la enorme satisfacción de ver que prácticamente todo lo que propusimos en aquel programa lo pudimos realizar, alcanzando en ese cuatrienio uno de los más altos niveles de desarrollo en América Latina.","When I had the honor of holding the presidency in 1966-1970, I had the enormous satisfaction of seeing that practically everything we proposed in that program we were able to achieve, reaching during that four-year period one of the highest levels of development in Latin America.","305.2",NA
"Leyendo la propuesta de Gobierno que hoy presenta a los costarricenses mi amigo, por quien siento gran respeto, Don Abel Pacheco, me recuerda mucho aquel Programa por su rico contenido.","Reading the government proposal presented today to Costa Ricans by my friend, for whom I have great respect, Mr. Abel Pacheco, reminds me a lot of that Program because of its rich content.","305.2",NA
"Estoy seguro de que este Programa Don Abel lo va a cumplir cuando gobierne a los costarricenses a partir del año 2002.","I am sure that Don Abel will fulfill this program when he governs the Costa Ricans in 2002.","305.2",NA
"Es una propuesta novedosa apegada a la realidad costarricense, que no contiene ofrecimientos demagógicos de los que ya estamos cansados de oir los ciudadanos de este país.","It is a novel proposal that is in line with Costa Rican reality, that does not contain demagogic offers that we, the citizens of this country, are already tired of hearing.","305.2",NA
"Considero que los costarricenses apoyarán la propuesta de Don Abel, y así este noble pueblo disfrutará del bienestar y prosperidad que tanto merece.","I believe that Costa Ricans will support Don Abel's proposal, and thus this noble people will enjoy the well-being and prosperity that it so richly deserves.","305.2",NA
"PRESENTACIÓN DEL PROGRAMA DE GOBIERNO:  DR. ABEL PACHECO","PRESENTATION OF THE GOVERNMENT PROGRAM: DR. ABEL PACHECO","H",NA
"Sueño con una Costa Rica profundamente democrática, libre, pacífica,","I dream of a deeply democratic, free, peaceful Costa Rica,","202.1",NA
"tranquila y próspera, con sostenibilidad en el largo plazo,","and prosperous, with long-term sustainability,","416.2",NA
"donde las decisiones se tomen con plena transparencia","where decisions are made with full transparency","304",NA
"y donde priven los mejores valores de la nacionalidad costarricense;","and where the best values of the Costa Rican nationality prevail;","601.1",NA
"una sociedad donde el Ser Humano sea el fin de todo esfuerzo, donde a nadie le falte lo básico, prive la solidaridad y las oportunidades;","a society where the Human Being is the goal of all efforts, where no one lacks the basics, where solidarity and opportunities prevail;","504",NA
"una sociedad competitiva a nivel mundial, en función del logro de sus propias aspiraciones;","a globally competitive society, based on the achievement of its own aspirations;","408",NA
"donde el subdesarrollo como estado mental se convierta en un concepto del pasado.","where underdevelopment as a state of mind becomes a concept of the past.","408",NA
"Por ello, como eje superior de nuestra gestión gubernamental proponemos el principio de dotar y facilitar a todas las personas los instrumentos para lograr una Seguridad Integral del Ser Humano, concepto englobante, una forma novedosa de plantear el Bienestar Integral, que va desde la satisfacción de necesidades personales hasta un ambiente de progreso y paz, el cual se describe en el siguiente capítulo del presente documento.","Therefore, as the main axis of our governmental management, we propose the principle of providing and facilitating to all people the instruments to achieve an Integral Security of the Human Being, an encompassing concept, a novel way of approaching Integral Well-being, which goes from the satisfaction of personal needs to an environment of progress and peace, which is described in the following chapter of this document.","504",NA
"Veo la situación nacional con profunda preocupación.","I view the national situation with deep concern.","606.1",NA
"Hemos logrado mucho como nación, pero estamos estancados en lo político, lo social y lo económico.","We have achieved a lot as a nation, but we are stagnant politically, socially and economically.","606.1",NA
"Estamos desunidos antes los grandes retos y tendemos a perder nuestros valores y principios de honestidad, sacrificio y trabajo, así como la solidaridad que nos ha caracterizado durantes siglos a los costarricenses y con ello nuestra preciada paz social.","We are disunited in the face of great challenges and we tend to lose our values and principles of honesty, sacrifice and work, as well as the solidarity that has characterized Costa Ricans for centuries and with it our precious social peace.","606.1",NA
"Convocaré a todos los costarricenses para que juntos y con unidad de propósito, iniciemos un plan de largo plazo para forjar nuestro destino común, para los próximos 25 años.","I will summon all Costa Ricans so that together and with unity of purpose, we can initiate a long-term plan to forge our common destiny for the next 25 years.","606.1",NA
"A los retos de la globalización hemos de agregar ahora los actos terroristas, que en el plano local requiere de un planteamiento de seguridad estratégica, que garantice el funcionamiento del país en situaciones de emergencia.","To the challenges of globalization we must now add terrorist acts, which at the local level require a strategic security approach to guarantee the country's operation in emergency situations.","605.1",NA
"Los casos de corrupción tan serios en los últimos lustros y hasta su aceptación como algo natural por muchos, denota un deterioro significativo;","The cases of corruption, so serious in recent years and even their acceptance as something natural by many, show a significant deterioration;","304",NA
"se ha perdido la fe en los políticos y las instituciones;","faith in politicians and institutions has been lost;","304",NA
"la democracia sufre;","democracy suffers;","202.1",NA
"el modelo económico no funciona para todos y el componente exportador no parece ser el más adecuado;","the economic model does not work for everyone and the export component does not seem to be the most adequate;","408",NA
"el Estado denota serios defectos: la infraestructura se deteriora y el gobernar se dificulta;","the State shows serious defects: infrastructure is deteriorating and governing becomes difficult;","411",NA
"la educación —pilar de la Seguridad Integral del Ser Humano y de la acción gubernamental- no se manifiesta con la excelencia requerida para enfrentar los desafíos de los tiempos;","education - pillar of the Integral Security of the Human Being and of governmental action - does not manifest itself with the excellence required to face the challenges of the times;","506",NA
"el Creador Supremo ha sido generoso con nosotros en cuanto a la dotación de recursos naturales pero los seguimos mal usando y malgastando;","the Supreme Creator has been generous with us in terms of the endowment of natural resources but we continue to misuse and squander them;","416.2",NA
"cada vez son más las aspiraciones sociales e individuales insatisfechas;","social and individual aspirations are increasingly unsatisfied;","305.1",NA
"los problemas socioeconómicos como la drogadicción, la prostitución, la explotación infantil y las dificultades que todavía enfrenta la mujer para desarrollarse, son cada vez más evidentes;","socio-economic problems such as drug addiction, prostitution, child exploitation and the difficulties still faced by women to develop, are increasingly evident;","503",NA
"las diferencias de clase aumentan","class differences are increasing","503",NA
"y la clase media se debilita,","and the middle class is weakening,","704",NA
"la pobreza es todavía ofensiva en este país de tanto potencial, con un recurso humano tan valioso y con tan buena base cívica y social.","poverty is still offensive in this country of so much potential, with such a valuable human resource and with such a good civic and social base.","503",NA
"¡Se requiere de un liderazgo sólido y confiable para motivar a todos a ""jalar"" y empujar la carreta, todos juntos y todos aportando!","A solid and reliable leadership is required to motivate everyone to ""pull"" and push the cart, all together and all contributing!","305.3",NA
