"text","text_en","cmp_code","eu_code"
"INTRODUCCIÓN","INTRODUCTION","H",NA
"Este ensayo tiene un propósito basico, importante e irrenunciable: compartir con Ia ciudadanfa mi vision sabre los grandes derroteros que deben marcar Ia evolución de Ia sociedad costarricense en el transcurso de las próximas decadas.","This essay has a basic, important and unrenounceable purpose: to share with the citizens my vision of the great directions that should mark the evolution of Costa Rican society in the course of the next decades.","305.2",NA
"Es un plan de gobierno formado par un conjunto articulado de orientaciones basicas, estrategicas, sabre el desarrollo presente y futuro de Costa Rica, que presento como una propuesta para el debate y Ia reflexión","It is a government plan formed by an articulated set of basic, strategic orientations on the present and future development of Costa Rica, which I present as a proposal for debate and reflection","305.2",NA
"como tal puede y debe ser enriquecida con el aporte de distintas personas, grupos y movimientos.",", as such it can and should be enriched with the contribution of different people, groups and movements.","202.1",NA
"Se inspira en el socialcristianismo y,","It is inspired by social Christianity and,","305.2",NA
"desde esta perspectiva, quiere ser un insumo para Ia construcción colectiva de un horizonte compartido del desarrollo basado en Ia etica, el conocimiento, el trabajo y Ia producción innovadora con valor agregado","from this perspective, wants to be an input for the collective construction of a shared horizon of development based on ethics, knowledge, work and innovative production with added value.","411",NA
"Ha side motive inspirador Ia Carta Socialcristiana a Costa Rica,","It has as its inspiring motive the Christian Social Charter for Costa Rica,","305.1",NA
"cuyos preceptos buscan que cada hombre y mujer tengan oportunidades reales para desarrollar todas sus capacidades, para que se realicen como seres humanos y alcance altos niveles de calidad de vida y de felicidad.","whose precepts seek that every man and woman have real opportunities to develop all their capabilities, to realize themselves as human beings and reach high levels of quality of life and happiness.","504",NA
"Se fundamenta, ademas, en una convicción que he podido profundizar siendo Vice ministro de trabajo, embajador ante Ia Organización de Estados Americanos, Gerente General de Correos, Diputado Nacional y Ministro de Ia Presidencia,","It is also based on a conviction that I have been able to deepen as Vice Minister of Labor, Ambassador to the Organization of American States, General Manager of the Post Office, National Deputy and Minister of the Presidency,","305.2",NA
"a saber: los grandes desaffos de Ia sociedad costarricense no pueden abordarse desde un enfoque unilateral, se requiere el concurso de todas las fuerzas políticas y sociales, es urgente edificar un consenso básico, ético, pluralista, pluriclasista y multipartidista, que sea eficaz desde el punto de vista práctico y otorgue un sentido nacional a las distintas propuestas programáticas.","namely: the great challenges of Costa Rican society cannot be addressed from a unilateral approach, it requires the cooperation of all political and social forces, it is urgent to build a basic consensus, ethical, pluralistic, pluralistic, multi-class and multiparty, which is effective from the practical point of view and gives a national meaning to the various programmatic proposals.","202.1",NA
"Pero, con una condición básica: Ia busqueda del desarrollo humano y respeto a Ia condición de persona con deberes y derechos irrenunciables.","But, with a basic condition: the search for human development and respect for the condition of a person with inalienable duties and rights.","201.2",NA
"El socialcristianismo costarricense, a este respecto, siempre ha ofrecido aportes fundamentales a Ia consecución de acuerdos politicos y sociales.","Costa Rican Social Christianity, in this respect, has always offered fundamental contributions to the achievement of political and social agreements.","305.1",NA
"Así lo hizo en los años cuarenta cuando contribuyó a construir una alianza política transformadora que hizo posible Ia reforma social y el nacimiento del Estado Social de Derecho;","It did so in the 1940s when it contributed to build a transforming political alliance that made possible the social reform and the birth of the Social State of Law; in the","305.1",NA
"del mismo modo actuó durante el diseño y ejecución del llamado modelo de sustitución de importaciones y en los años de elaboración y concreción de Ia estrategia de promoción de exportaciones y apertura comercial.","same way it acted during the design and execution of the so-called import substitution model and in the years of elaboration and implementation of the export promotion and trade liberalization strategy.","305.1",NA
"Ahora, en las nuevas y demandantes condiciones del siglo XXI y heredando esta rica historia de dialogo y concertación a favor del progreso nacional, es mi obligación y compromiso del socialcristianismo volver a plantear derroteros nuevas y de cambia social positivo.","Now, in the new and demanding conditions of the XXI century and inheriting this rich history of dialogue and agreement in favor of national progress, it is my obligation and commitment of Social Christianity to raise new paths of positive social change.","305.2",NA
"Ahora, en las nuevas y demandantes condiciones del siglo XXI y heredando esta rica historia de dialogo y concertación a favor del progreso nacional, es mi obligación y compromiso del socialcristianismo volver a plantear derroteros nuevas y de cambia social positivo.","Now, in the new and demanding conditions of the XXI century and inheriting this rich history of dialogue and agreement in favor of national progress, it is my obligation and commitment of Social Christianity to raise again new paths of positive social change.","503",NA
"Nuestra bandera es digna, nuestros fines justos, nuestros medias honrados y nuestra guía Ia ética.","Our flag is dignified, our aims just, our stockings honest and our guide our ethics.","305.1",NA
"ldeario Politico","ldeario Politico","H",NA
"Principios, propósitos y compromisos","Principles, purposes and commitments","H",NA
"Trabajar en procura de contribuir a definir derroteros y politicas para Ia promoción del bienestar humane es, quizas, Ia mas alta responsabilidad moral del político y de cualquier persona vinculada, por vocación y profesión, a Ia función pública.","Working to contribute to defining paths and policies for the promotion of human welfare is, perhaps, the highest moral responsibility of the politician and of any person linked, by vocation and profession, to the public function.","504",NA
"Este esfuerzo, sin embargo, para ser serio , exige el estudio permanente de las realidades sociales,","This effort, however, in order to be serious, requires the permanent study of social realities,","504",NA
"asi como un conjunto articulado de principios, propósitos y compromises a partir de los cuales las propuestas y estrategias adquieren sentido y orientación.","as well as an articulated set of principles, purposes and commitments from which proposals and strategies acquire meaning and orientation.","504",NA
"De ahi Ia necesidad de esclarecer estos aspectos y situarlos en Ia base de cualquier estrategia de desarrollo humano.","Hence the need to clarify these aspects and place them at the basis of any human development strategy.","504",NA
