"text","text_en","cmp_code","eu_code"
"LUCHA CONTRA LA CORRUPCIÓN Y ORGANIZACIÓN DEL ESTADO","FIGHT AGAINST CORRUPTION AND ORGANIZATION OF THE STATE","H",NA
"El Partido Unidad Social Cristiana tiene tres grandes prioridades en relación con el Estado costarricense: combatir el flagelo de la corrupción,","The Social Christian Unity Party has three main priorities in relation to the Costa Rican State: fighting the scourge of corruption,","304",NA
"fortalecer la gobernabilidad democrática","strengthening democratic governance","202.1",NA
"y mejorar la eficiencia y eficacia de la acción gubernamental.","and improving the efficiency and effectiveness of government action.","303",NA
"Reafirmamos nuestra voluntad histórica de forjar un Estado democrático,","We reaffirm our historic will to forge a democratic state,","202.1",NA
"transparente,","transparent,","304",NA
"eficiente y solidario,","efficient and supportive,","303",NA
"avanzando por el camino costarricense del diálogo y la negociación, considerando la diversidad de necesidades e intereses de la ciudadanía costarricense.","advancing along the Costa Rican path of dialogue and negotiation, considering the diversity of needs and interests of Costa Rican citizens.","202.1",NA
"Para ello nos basamos en todo este Programa de Gobierno en la Carta Social Cristiana a Costa Rica del 1 de octubre de 2016,","To this end, we base this entire Government Program on the Christian Social Letter to Costa Rica of October 1, 2016, while","305.1",NA
"a la vez que hacemos nuestros los Objetivos de Desarrollo Sostenible de la Agenda 2030 de la Organización de las Naciones Unidas","making our own the Sustainable Development Goals of the 2030 Agenda of the United Nations Organization","107",NA
"y las propuestas del Acuerdo Nacional presentado al país en junio 2017 representan un insumo muy valioso para nuestras políticas públicas.","and the proposals of the National Agreement presented to the country in June 2017 represent a very valuable input for our public policies.","202.1",NA
"Fortalecer la lucha contra la corrupción","Strengthen the fight against corruption","304",NA
"Nuestra prioridad es la lucha contra el flagelo de la corrupción, por lo que reforzaremos los controles para imponer la ética, la transparencia, la evaluación y la rendición de cuentas como principios inquebrantables de nuestro futuro ejercicio gubernamental.","Our priority is the fight against the scourge of corruption, so we will strengthen controls to impose ethics, transparency, evaluation and accountability as unwavering principles of our future governmental exercise.","304",NA
