"text","text_en","cmp_code","eu_code"
"Esta es nuestra hora","This is our time","H",NA
"Vamos a trabajar por Costa Rica","Let's work for Costa Rica","H",NA
"Costa Rica se alista para una nueva cita con su destino.","Costa Rica is getting ready for a new date with its destiny.","202.1",NA
"Pronto, acudirá a las urnas electorales con el compromiso de renovar su lucha por un mañana mejor.","Soon, it will go to the polls with a commitment to renew its struggle for a better tomorrow.","202.1",NA
"Nuestro pasado es, guardando las proporciones que imponen nuestro tamaño y ubicación geográfica, un pasado glorioso.","Our past is, keeping the proportions imposed by our size and geographic location, a glorious past.","601.1",NA
"Un pasado marcado por el maestro que fue nuestro primer Jefe de Estado;","A past marked by the teacher who was our first Head of State;","601.1",NA
"por una voluntad de libertad e independencia que triunfó sobre el filibustero norteamericano que nos quiso someter a esclavitud;","by a will for freedom and independence that triumphed over the American filibuster that wanted to subject us to slavery;","601.1",NA
"por un amor al trabajo que nos convirtió en exportadores de calidad a los ojos del mundo, desde muy temprano en nuestra historia;","by a love of work that made us quality exporters in the eyes of the world, from very early in our history;","601.1",NA
"por un deseo de conocimientos que se manifestó en un gran esfuerzo nacional por la educación;","by a desire for knowledge that manifested itself in a great national effort for education;","601.1",NA
"por una inquietud espiritual que construyó un gran teatro en el corazón de lo que era una pequeña aldea;","by a spiritual restlessness that built a great theater in the heart of what was a small village;","601.1",NA
"por nuestro amor a la ley y a la Justicia, que nos vale reconocimiento entre los pueblos de la tierra;","by our love for the law and Justice, which earned us recognition among the peoples of the earth;","202.1",NA
"por una pasión por la paz","by a passion for peace","106",NA
"que abolió el ejército y encarnó primero en José Figueres Ferrer y luego en Oscar Arias, nuestro Premio Nobel;","that abolished the army and embodied first in José Figueres Ferrer and then in Oscar Arias, our Nobel Prize winner;","105",NA
"por una curiosidad hacia toda forma de progreso simbolizada en Franklin Chang,","by a curiosity towards all forms of progress symbolized in Franklin Chang,","601.1",NA
"por un espíritu de sacrificio manifiesto en la mujer costarricense.","by a spirit of sacrifice manifested in the Costa Rican woman.","601.1",NA
"Esa es Costa Rica y con esas virtudes, propias del ser costarricense vamos a enfrentar el futuro.","That is Costa Rica and with those virtues, typical of Costa Ricans, we will face the future.","601.1",NA
"Volveremos a afirmar una patria unida por valores compartidos y por la voluntad de anteponer siempre el interés de la mayoría,","We will once again affirm a homeland united by shared values and by the will to always put the interests of the majority first,","601.1",NA
"de abrir senderos de prosperidad para todos","to open paths of prosperity for all","503",NA
"y de ser siempre solidario con quien lo necesita.","and to always show solidarity with those in need.","503",NA
"Esa es la Costa Rica que queremos, fuerte y segura de si misma,","That is the Costa Rica we want, strong and self-confident,","601.1",NA
"una nación que marche con confianza hacia esta nueva cita con su destino y que camine con determinación hacia el progreso y la prosperidad que nos guarda el futuro.","a nation that marches with confidence towards this new appointment with its destiny and that walks with determination towards the progress and prosperity that the future holds for us.","601.1",NA
"Devolver la confianza","Restoring confidence","H",NA
"Los partidos y los dirigentes políticos tienen la misión fundamental de proponer soluciones posibles a los problemas del país.","Parties and political leaders have the fundamental mission of proposing possible solutions to the country's problems.","202.1",NA
"Liberación Nacional ofrece su contribución a la solución de esos problemas","Liberación Nacional offers its contribution to the solution of these problems","305.1",NA
"y yo aspiro a devolver a los costarricenses la confianza en sus gobernantes.","and I aspire to restore Costa Ricans' confidence in their rulers.","305.2",NA
"Lo hago ofreciendo un limitado conjunto de promesas con el firme propósito de cumplirlas.","I do so by offering a limited set of promises with the firm intention of fulfilling them.","305.2",NA
"He sido honesto y sincero con todos ustedes a lo largo de una vida y nada justificaría que rompa esa norma de conducta, que es la única razón del apoyo que tan generosamente me dan.","I have been honest and sincere with all of you over a lifetime and nothing would justify me breaking that standard of conduct, which is the sole reason for the support you so generously give me.","305.2",NA
"Quiero fortalecer el lazo de confianza que nos une.","I want to strengthen the bond of trust that unites us.","305.2",NA
"Quiero preservar y continuar lo bueno, no importa de donde venga,","I want to preserve and continue the good, no matter where it comes from, I","305.2",NA
"quiero erradicar y superar lo que nos aparta del sendero de la paz, la libertad, el conocimiento y la prosperidad, no importa de donde venga.","want to eradicate and overcome what keeps us from the path of peace, freedom, knowledge and prosperity, no matter where it comes from.","305.2",NA
"Quiero renovar la confianza de ustedes en los gobernantes y en las instituciones, dirigiendo un gobierno para esa inmensa mayoría de mujeres y hombres que se dignifican en el trabajo, que cumplen con sus deberes y que se sienten desilusionados de los políticos que usan el poder en beneficio propio y de instituciones que parecen haber olvidado que existen para servir a las personas.","I want to renew your confidence in those who govern and in the institutions, leading a government for that immense majority of women and men who dignify themselves at work, who fulfill their duties and who feel disillusioned with politicians who use power for their own benefit and with institutions that seem to have forgotten that they exist to serve the people.","202.1",NA
"Nada más desprestigiado que una promesa de campafla.","Nothing is more discredited than a campaign promise.","305.1",NA
"El pueblo trabajador las ve como la burda manipulación de sus necesidades y nosotros no vamos a contribuir al carnaval electoral convirtiéndolo en una competencia de mentiras, en una carrera de promesas huecas.","The working people see them as a gross manipulation of their needs and we are not going to contribute to the electoral carnival by turning it into a competition of lies, into a race of empty promises.","305.1",NA
"De hecho, no es esta la primera vez que la sociedad costarricense se ve abocada a la necesidad e dar respuesta justa y solidaria a los retos de la globalización y la apertura","In fact, this is not the first time that Costa Rican society is faced with the need to give a fair and supportive response to the challenges of globalization and openness.","407",NA
