"text","text_en","cmp_code","eu_code"
"Ante la inacción de quienes han gobernado,","Faced with the inaction of those who have governed,","305.1",NA
"ante la incapacidad y la falta de voluntad para tomar decisiones,","with the inability and unwillingness to make decisions,","305.1",NA
"el nuestro será un Gobierno en donde tomaremos decisiones en pro de Costa Rica y su gente.","ours will be a government where we will make decisions on behalf of Costa Rica and its people.","305.1",NA
"El Plan de Gobierno que presentamos a consideración de los costarricenses pretende ser una guía que oriente la gestión de un Gobierno Libertario, sin que sus contenidos sean transformados en herramientas dogmáticas.","The Government Plan that we present for the consideration of Costa Ricans is intended to be a guide that orients the management of a Libertarian Government, without its contents being transformed into dogmatic tools.","201.1",NA
"El Plan de Gobierno marca un rumbo que traduce el deseo impostergable de superar la etapa de la política, funcionarios y gobiernos de siempre;","The Government Plan sets a course that translates the unpostponable desire to overcome the stage of politics, officials and governments of always;","305.1",NA
"un norte que rompe con la historia de las últimas décadas en donde los problemas no se resuelven;","a north that breaks with the history of the last decades where problems are not solved;","305.1",NA
"y una iniciativa que brinda tranquilidad porque denota conocimiento de los problemas y sus causas, así como opciones de solución acotadas a un marco de referencia ideológico.","and an initiative that provides peace of mind because it denotes knowledge of the problems and their causes, as well as solution options limited to an ideological frame of reference.","305.1",NA
"Queremos hacer un gobierno que se distinga porque atiende a todos y no a unos cuantos.","We want to build a government that stands out because it serves everyone and not just a few.","305.1",NA
"Un Gobierno que nos permita mejorar sustancialmente la calidad de vida de todas las personas en Costa Rica y para ello  hemos estructurado un compendio de medidas, que llevadas a la práctica, nos permitirán alcanzar el objetivo de que los costarricenses vivamos más tranquilos,","A government that will allow us to substantially improve the quality of life of all people in Costa Rica and for this we have structured a compendium of measures that, when put into practice, will allow us to achieve the objective that Costa Ricans will live a more peaceful life,","305.1",NA
"con mayores oportunidades de realizar nuestros sueños,  con más y mejores empleos,","with greater opportunities to realize our dreams, with more and better jobs,","701",NA
"con una educación pública de calidad,","with a quality public education,","506",NA
"con servicios de salud -en el sistema de la seguridad social- sin filas y de buena calidad,","with health services -in the social security system- without queues and of good quality,","504",NA
"y un ejercicio del poder apegado a valores que nunca se debieron perder como la honestidad, probidad, transparencia,","and an exercise of power attached to values that should never be lost, such as honesty, probity, transparency,","304",NA
