"text","text_en","cmp_code","eu_code"
"La hora de actuar: Contrato con el pueblo de Costa Rica","Time to act: Contract with the people of Costa Rica","H",NA
"CON FIRMEZA HACIA DELANTE","STEADILY FORWARD","H",NA
"PRINCIPALES ACCIONES PARA PONER A COSTA RICA EN MOVIMIENTO","MAIN ACTIONS TO GET COSTA RICA MOVING","H",NA
"REFLEXIÓN INICIAL","INITIAL REFLECTION","H",NA
"El bienestar de la persona humana, la familia y -por tanto- la sociedad constituyen el objetivo de nuestro actuar.","The well-being of the human person, the family and - therefore - society is the objective of our actions.","504",NA
"El fin de la acción política del Movimiento Libertario es la persona humana y la familia.","The purpose of the political action of the Libertarian Movement is the human person and the family.","504",NA
"El Estado es útil, pero no como un fin en sí mismo sino como el medio para facilitar las condiciones para que las personas y las familias logren un mayor bienestar.","The State is useful, but not as an end in itself but as a means to facilitate the conditions for individuals and families to achieve greater well-being.","504",NA
"Los libertarios creemos que todas las personas tenemos los mismos derechos","Libertarians believe that all people have the same rights","503",NA
"y que nadie debe considerarse con derecho a obligar a los demás, quo nace¬mos con libertad (libre albedno) y debemos sor res¬ponsables por las decisiones que tomemos","and that no one should consider themselves entitled to force others, that we are born with freedom (free will) and should be responsible for the decisions we make","201.2",NA
"En el Movimiento Liberiano defendemos el derecho de cada persona a escoger su forma de vida. el derecho do actuar y expresarse de la forma quo quiera sin violar derechos de nadie,","In the Liberian Movement we defend the right of each person to choose their way of life. We defend the right toact and express oneself as one wishes without violating the rights of others, the right to","201.1",NA
"el derecho de adquirir propiedad con el fruto de su trabajo y de disponer de esa propiedad en la forma quo quiera sin transgredir los derechos de otras personas,","acquire property with the fruits of one's labor and to dispose of that property as one wishes without infringing on the rights of others,","401",NA
"y defendemos el derecho de cada persona de buscar su propia felicidad.","and we defend the right of each person to pursue his or her own happiness.","201.2",NA
"En la actualidad se nota un profundo desencanto de los costarricenses con el proceso político tradicional y, para algunos, hasta con la propia democracia.","Currently, Costa Ricans are deeply disenchanted with the traditional political process and, for some, even with democracy itself.","202.1",NA
"El problema es que los dirigentes de los dos partidos que durante el ultimo medio siglo han tenido a su cargo la conducción del país, han contado con una visión equivocada de los ongenos de los asuntos quo el Estado está llamado a atender y, por tanto, de cómo hacerlo.","The problem is that the leaders of the two parties that have been in charge of running the country for the last half century have had a mistaken vision of the issues that the State is called upon to address and, therefore, of how to do it.","305.1",NA
"Los dos partidos mayontanos del pasado adoptaron prácticamente al mismo enfoque, al cual consiste en propiciar un Estado grande, desordenado, intervencionista en el quehacer de las personas y de las empresas,","The two Mayontan parties of the past adopted practically the same approach, which consisted of promoting a large, disorderly, interventionist State in the activities of individuals and companies,","401",NA
"lo cual llevó 3 muchos de los males que hoy enfrentamos alto endeudamiento del sector público, alta carga de intereses, elevada inflación y devaluación, una burocracia frondosa, cara, pero que no rinde a la población los frutos que de ella se espera.","which led to many of the ills we face today: high public sector indebtedness, high interest burden, high inflation and devaluation, a lush, expensive bureaucracy, but which does not yield to the population the fruits expected of it.","401",NA
"Hoy enfrentamos problemas de pobreza (mas de un quinto de las familias del pais son pobres), de desempleo, de alto costo de vida, de inseguridad ciudadana, educación pública deficiente,","Today we face problems of poverty (more than one fifth of the country's families are poor), unemployment, high cost of living, citizen insecurity, deficient public education,","503",NA
"infraestructura en mal estado (calles, puertos, puentes, hospitales, escuelas publicas),","infrastructure in poor condition (roads, ports, bridges, hospitals, public schools),","411",NA
"exceso de tramites para todo,","excessive paperwork for everything,","303",NA
"de privilegios para unos que los demás pagamos,","privileges for some that the rest of us pay for,","304",NA
"de corrupción de servidores y dirigentes públicos,","corruption of public servants and leaders,","304",NA
"y de un bajo crecimiento económico que no permite prever un mejorarmiento de la situación actual.","and low economic growth that does not allow us to foresee an improvement of the current situation.","410",NA
"Mas no debemos perder la confianza en el sistema político democrático","But we must not lose confidence in the democratic political system","202.1",NA
"Estamos ante problemas causados por la deficiencia y mediocridad de ciertos políticos, no del sistema","We are facing problems caused by the deficiency and mediocrity of certain politicians, not by the system","202.1",NA
"Necesitamos elegir gobernantes que estén dispuestos -dentro de las reglas democráticas- a cambiar el estilo de conducción de los asuntos públicos.","We need to elect rulers who are willing -within the democratic rules- to change the style of conducting public affairs.","202.1",NA
"Los problemas de la democracia se resuelven con más democracia.","The problems of democracy are solved with more democracy.","202.1",NA
"Debemos pasar de un esquema basado en el intervencionismo y dirigismo estatal propio de los últimos 40 ó 50 años, a uno de respeto del individuo, la familia y de promoción y protección de unos y otros","We must move from a scheme based on the interventionism and state dirigisme of the last 40 or 50 years, to one of respect for the individual, the family and the promotion and protection of each other.","202.1",NA
"El Movimiento Libertario es la única opción que permitirá a Costa Rica realizar los cambios necesarios para enderezar las cosas y enrumbar al pais por la senda del progreso acelerado, realmente compartido y sostenible","The Libertarian Movement is the only option that will allow Costa Rica to make the necessary changes to straighten things out and put the country on the path of accelerated, truly shared and sustainable progress.","305.1",NA
"La pobreza tiene causas múltiples que deben atacarse en su origen y sólo subsidianamente en sus manifestaciones","Poverty has multiple causes that must be tackled at its source and only subsidiarily in its manifestations.","503",NA
"Un mal ambiente para la formación de empresas, unido a un Estado que succiona recursos por la via de los impuestos (en particular por el más injusto de ellos la inflación),","A bad environment for the formation of companies, coupled with a State that sucks resources through taxes (particularly through the most unfair of them, inflation),","408",NA
