"text","text_en","cmp_code","eu_code"
"Introducción","Introduction","H",NA
"A continuación presentamos el plan de gobierno del Movimiento Libertario para el período 20022006.","Below we present the government plan of the Libertarian Movement for the period 20022006.","305.1",NA
"Pensamos que las siguientes seis tareas son las más apremiantes para el país en su condición actual.","We believe that the following six tasks are the most pressing for the country in its current condition.","305.1",NA
"Estas son tareas que el bipartidismo que nos ha gobernado por años y años ha evadido,","These are tasks that the bipartisanship that has governed us for years and years has avoided,","305.1",NA
"porque se requiere voluntad y valentía para enfrentar los serios problemas que padecemos.","because it requires will and courage to face the serious problems we suffer.","305.3",NA
"Como verá el lector, los libertarios hemos analizado los problemas y sí tenemos soluciones,","As the reader will see, we libertarians have analyzed the problems and we do have solutions,","305.1",NA
"las cuales nos comprometemos a llevar a cabo si contamos con el apoyo del electorado en las próximas elecciones.","which we pledge to carry out if we have the support of the electorate in the next elections.","305.1",NA
"En contraste con los programas de gobierno normalmente elaborados por el bipartidismo, el nuestro no consiste en un documento que se asemeja a una guía telefónica en tamaño, que nadie lee y mucho menos aplica cuando llega a gobernar.","In contrast to the government programs normally elaborated by the bipartisanship, ours does not consist of a document that resembles a telephone book in size, which nobody reads and much less applies when they get to govern.","305.1",NA
"El nuestro es un plan conciso que llega a la raíz de los problemas y los soluciona con medidas concretas.","Ours is a concise plan that gets to the root of the problems and solves them with concrete measures.","305.1",NA
"Para cualquier ampliación de estos temas, o para conocer nuestra posición sobre otros temas, referimos al lector a nuestro sitio en Internet (www.libertario.org) y especialmente a nuestro libro Movimiento Libertario: Pensamiento y Propuestas, el cual puede consultarse en ese sitio.","For any further information on these topics, or to know our position on other issues, we refer the reader to our website (www.libertario.org) and especially to our book Movimiento Libertario: Pensamiento y Propuestas, which can be consulted on that site.","305.1",NA
"Los seis componentes de nuestro programa general de gobierno son los siguientes: 1. Frenar las alzas continuas en el costo de la vida","The six components of our general government program are the following: 1.","408",NA
"2. Enfrentar y resolver el desastre financiero estatal ¡sin miedo!","2. Confront and resolve the state's financial disaster without fear!","408",NA
"3. Eliminar los empobrecedores monopolios y cuasi-monopolios","3. Eliminate impoverishing monopolies and quasi-monopolies.","403",NA
"4. Acabar con las trabas y distorsiones que nos empobrecen","4. To put an end to the obstacles and distortions that impoverish us.","303",NA
"5. Desterrar los privilegios y la corrupción que nos asfixian","5. To banish the privileges and corruption that suffocate us.","304",NA
"6. Parar la inseguridad en que vive Costa Rica","6. To stop the insecurity in which Costa Rica lives.","305.1",NA
"1. FRENAR LAS ALZAS CONTINUAS EN EL COSTO DE LA VIDA","1. CURB THE CONTINUOUS RISE IN THE COST OF LIVING","H",NA
"¿Qué es la inflación -las alzas continuas en el costo de la vida?","What is inflation - continuous increases in the cost of living?","H",NA
"¿Recuerda cuánto costaba el autobús cuando usted estaba en la escuela?","Do you remember how much the bus cost when you were in school?","408",NA
