"text","text_en","cmp_code","eu_code"
"Introducción","Introduction","H",NA
"Tras décadas del dominio político ostentado por los partidos políticos tradicionales y los grupos de poder económico que los sustentan e incluso después del llamado “gobierno del cambio”, los problemas sociales, económicos y políticos de nuestro país se agravan cada vez más.","After decades of political domination by the traditional political parties and the economic power groups that support them, and even after the so-called ""government of change"", the social, economic and political problems of our country are getting worse and worse.","305.1",NA
"En lo social, seguimos sin resolver la creciente desigualdad que se expresa en una brecha cada vez más grande entre las personas con mayor ingreso y aquellas que apenas les alcanza para ir pasándola o ni siquiera logran satisfacer sus necesidades básicas.","On the social front, we have yet to resolve the growing inequality that is expressed in an ever-widening gap between those with the highest incomes and those who can barely make ends meet or who cannot even satisfy their basic needs.","503",NA
"La Costa Rica que en otras épocas dio grandes saltos hacia la equidad social, tomó el rumbo opuesto de la mano de las políticas neoliberales impulsadas por el PLN, el PUSC y el ML desde los años 80’s del siglo anterior","The Costa Rica that in other times made great leaps towards social equity, took the opposite course with the neoliberal policies promoted by the PLN, the PUSC and the ML since the 80's of the previous century","103.2",NA
"y sigue hoy en franco retroceso.","and continues today in frank regression.","103.2",NA
"De igual manera, a pesar de diversos planes, programas, políticas y una gran cantidad de recursos destinados a reducir la pobreza, alrededor de un 20% de los hogares en Costa Rica se mantiene en esa situación y un 6% sufre de pobreza extrema.","Similarly, despite various plans, programs, policies and a large amount of resources aimed at reducing poverty, around 20% of households in Costa Rica remain in poverty and 6% suffer from extreme poverty.","503",NA
"A esto se une la persistencia del desempleo y el crecimiento de la informalidad, producto de un modelo económico que nos pintaron como maravilloso, pero que no ha generado oportunidades productivas y trabajo para toda la población.","Added to this is the persistence of unemployment and the growth of informality, the product of an economic model that was painted as marvelous, but which has not generated productive opportunities and jobs for the entire population.","103.2",NA
"A nivel económico, el énfasis en la atracción de inversiones y apertura comercial ha generado una estructura productiva más diversa, pero poco dinámica en la generación de encadenamientos productivos y empleo.","At the economic level, the emphasis on attracting investment and trade liberalization has generated a more diverse productive structure, but little dynamic in the generation of productive linkages and employment.","406",NA
"El crecimiento ha sido muy moderado y no alcanza para incorporar a una gran cantidad de personas jóvenes con necesidad de iniciar su vida laboral,","Growth has been very moderate and has not been enough to incorporate a large number of young people who need to start their working lives,","410",NA
"ni para abrir nuevas oportunidades laborales a personas desplazadas de actividades que han ido perdiendo fuerza en la estructura productiva del país.","nor to open new job opportunities for people who have been displaced from activities that have been losing strength in the country's productive structure.","410",NA
"Todo ello, producto de una estrategia donde se ha mirado hacia afuera y se le ha dado la espalda al mercado y la producción interna,","All this is the result of a strategy that has looked outward and turned its back on the market and domestic production,","406",NA
"generando un gran desequilibrio entre las oportunidades brindadas a las transnacionales y empresas de zonas francas por un lado; y las dificultades que enfrentan las pequeñas y medianas empresas que apenas emprenden o tratan sostenerse en la estructura productiva nacional, por otro. En el extremo de esta situació","generating a great imbalance between the opportunities offered to transnationals and free zone companies on the one hand, and the difficulties faced by small and medium-sized enterprises that are just starting up or trying to sustain themselves in the national productive structure, on the other. At the extreme end of this","406",NA
"En el extremo de esta situación, se encuentra gran parte de los productores y productoras agrícolas, enfrentando no solo las desventajas del mercado sino también el debilitamiento de las políticas públicas y de la institucionalidad que antes les acompañaba y apoyaba, como es el caso del MAG, el CNP y los bancos públicos.","situation is a large part of the agricultural producers, facing not only the disadvantages of the market but also the weakening of public policies and the institutional framework that used to accompany and support them, such as the MAG, the CNP and the public banks.","703.1",NA
"Una de las consecuencias de este esquema es el debilitamiento de la seguridad y la soberanía alimentarias del país","One of the consequences of this scheme is the weakening of the country's food security and sovereignty","703.1",NA
"al tiempo que se ha acentuado la pobreza en las zonas rurales de Costa Rica, en las que solo se sigue acentuando la concentración de la propiedad de la tierra y las actividades de monocultivos como la piña que tiene fuertes impactos ambientales y no genera empleos de dignos.",", while poverty has increased in rural areas of Costa Rica, where the concentration of land ownership and monoculture activities such as pineapple, which has strong environmental impacts and does not generate decent jobs, continue to be accentuated.","416.2",NA
"En cuanto a la dimensión política, a pesar de seguir con una democracia bastante estable y relativamente funcional en sus procedimientos, se ha debilitado la capacidad para responder a necesidades y demandas de la población, lo cual ha generado pérdida de legitimidad del sistema político,","As for the political dimension, in spite of continuing with a fairly stable and relatively functional democracy in its procedures, the capacity to respond to the needs and demands of the population has been weakened, which has generated a loss of legitimacy of the political system,","202.1",NA
"a lo cual ha contribuido también la corrupción sistémica heredada del bipartidismo","to which the systemic corruption inherited from the two-party system has also contributed","304",NA
"y que persiste aunque cambie el partido gobernante, como se ha demostrado con el llamado “cementazo”.",", and which persists even if the governing party changes, as has been demonstrated with the so-called ""cementazo"".","304",NA
"Al mismo tiempo, se ha frenado la garantía e incorporación formal y política de derechos humanos, tanto por la resistencia de grupos y gobiernos conservadores como por el debilitamiento de la institucionalidad pública y las limitaciones materiales que enfrenta gran parte de nuestra población.","At the same time, the formal and political guarantee and incorporation of human rights has been slowed down, both by the resistance of conservative groups and governments and by the weakening of public institutions and the material limitations faced by a large part of our population.","201.2",NA
"La respuesta ciudadana ante esa situación se expresa en un abstencionismo creciente, en el debilitamiento de los vínculos con los partidos políticos, en una percepción negativa sobre la política y los políticos","The citizens' response to this situation is expressed in a growing abstentionism, in the weakening of ties with political parties, in a negative perception of politics and politicians, and in a growing number of political parties.","202.1",NA
"y en una pérdida de credibilidad en nuestras instituciones.",", and in a loss of credibility in our institutions.","202.1",NA
"En general, tenemos una Costa Rica caracterizada por grandes y crecientes desequilibrios, donde una gran parte de las personas, grupos y sectores, se van quedando atrás de las oportunidades para el desarrollo humano:","In general, we have a Costa Rica characterized by large and growing imbalances, where a large part of the people, groups and sectors are being left behind in the opportunities for human development:","503",NA
"Desequilibrios entre las grandes ventajas y privilegios que le han creado a las empresas extrajeras y el abandono en que han sumido a las nacionales, sobre todo a las pequeñas y medianas.","imbalances between the great advantages and privileges that have been created for foreign companies and the abandonment in which national companies, especially small and medium-sized ones, have been left.","406",NA
"Desequilibrios ambientales por el impulso dado a actividades extractivistas de recursos naturales y humanos para destinarlos a monocultivos como la piña, el banano y los cítricos, en detrimento, incluso de las fuentes de agua limpia para el consumo humano en muchas comunidades de nuestro país.","Environmental imbalances due to the impulse given to extractive activities of natural and human resources for monocultures such as pineapple, banana and citrus, even to the detriment of clean water sources for human consumption in many communities of our country.","416.2",NA
"Desequilibrios entre los que mucho tienen y acumulan y los que apenas tienen para subsistir.","Imbalances between those who have a lot and accumulate and those who barely have enough to subsist.","503",NA
"Desequilibrios entre aquellos que reciben mucho y tributan poco, eluden otro tanto y evaden todos los impuestos que puedan, al grado de que el incumplimiento tributario equivale a más del 8% del PIB, por un lado.","Imbalances between those who receive a lot and pay little tax, evade as much and avoid as much tax as they can, to the extent that tax non-compliance is equivalent to more than 8% of GDP, on the one hand.","403",NA
"Y por otro, la pesada carga tributaria que recae en los sectores asalariados y más pobres de este país, por medio de los impuestos indirectos y a los salarios.","And on the other hand, the heavy tax burden that falls on the salaried and poorest sectors of this country, through indirect taxes and taxes on salaries.","403",NA
"Desequilibrios entre los salariazos de altos jerarcas de instituciones públicas o mandos gerenciales de empresas privadas por un lado, y los escuálidos salarios de gran parte de la clase trabajadora de este país,","Imbalances between the high salaries of top managers of public institutions or managers of private companies on the one hand, and the meager salaries of a large part of the working class of this country,","701",NA
"muchas veces acompañada de incumplimiento de derechos laborales básicos como el salario mínimo, el pago de horas extra, el seguro social o la sub-declaración salarial ante la CCSS.","often accompanied by non-compliance with basic labor rights such as minimum wage, overtime pay, social security or under-declaration of wages to the CCSS.","701",NA
"Desequilibrios derivados del crecimiento desordenado de nuestras ciudades, de la cultura consumista y del automóvil,","Imbalances resulting from the disorderly growth of our cities, the consumerist and automobile culture, and the","416.2",NA
"de la falta de inversión en infraestructura vial y de planificación.","lack of investment in road infrastructure and planning.","411",NA
"En un país y en unas ciudades pequeñas, donde todo está muy cerca, los tiempos de desplazamiento son sumamente elevados.","In a country and in small cities, where everything is very close, travel times are extremely long.","411",NA
"Seguimos con un sistema de transporte público poco eficiente","We continue to have an inefficient public transportation system.","411",NA
"y poco amigable con el ambiente,","and environmentally unfriendly,","416.2",NA
"Desequilibrios entre el reconocimiento de derechos humanos a unos y la negación de los mismos a otros y otras: mujeres, minorías étnicas, pueblos originarios, grupos de la diversidad sexual.","Imbalances between the recognition of human rights for some and the denial of these rights to others: women, ethnic minorities, indigenous peoples, sexual diversity groups.","201.2",NA
"Desequilibrios entre el acceso a servicios públicos y oportunidades para el desarrollo que se da en las grandes ciudades y las grandes limitaciones que enfrentan habitantes de las zonas periféricas, tanto en territorios costeros, zonas fronterizas y de montaña.","Imbalances between access to public services and opportunities for development in large cities and the great limitations faced by inhabitants of peripheral areas, both in coastal, border and mountain areas.","301",NA
"Como consecuencia de esos y otros desequilibrios, se ha deteriorado nuestra convivencia democrática,","As a result of these and other imbalances, our democratic coexistence has deteriorated,","202.1",NA
"ha crecido la penetración del narcotráfico y otras formas de crimen organizado,","the penetration of drug trafficking and other forms of organized crime has increased,","605.1",NA
"se han intensificado la violencia delictiva y social y vivimos en un país cada vez más inseguro.","criminal and social violence has intensified and we live in an increasingly insecure country.","605.1",NA
"Nuestra casa común está deteriorada, está desequilibrada.","Our common home is deteriorated, it is unbalanced.","606.1",NA
"Si no la cuidamos y atendemos con prontitud, se puede derrumbar.","If we do not take care of it and attend to it promptly, it may collapse.","606.1",NA
"Por eso, como partido democrático, progresista, socialista, patriótico, feminista, humanista, pacifista, ecologista, popular, pluralista y latinoamericanista que es el Frente Amplio, proponemos un plan para reconstruir nuestra casa común.","Therefore, as a democratic, progressive, socialist, patriotic, feminist, humanist, pacifist, ecologist, popular, pluralist and Latin Americanist party that is the Frente Amplio, we propose a plan to rebuild our common home.","305.1",NA
"Un plan para iniciar un camino hacia un estilo de desarrollo donde nadie se quede atrás y todas las personas tengamos acceso a las oportunidades y derechos que merecemos como seres humanos","A plan to initiate a path towards a style of development where no one is left behind and all people have access to the opportunities and rights we deserve as human beings","503",NA
"y en armonía con nuestra madre tierra, de la cual somos parte.","and in harmony with our mother earth, of which we are a part.","416.2",NA
"En este plan ponemos a consideración de la ciudadanía y de los diferentes actores y grupos que participamos del debate político y la contienda electoral, el conjunto de lineamientos de política pública y propuestas que orientarán nuestra acción en el Poder Ejecutivo y el Poder Legislativo para el período 2018-2022.","In this plan we put for the consideration of the citizenship and the different actors and groups that participate in the political debate and the electoral contest, the set of public policy guidelines and proposals that will guide our action in the Executive and Legislative Branches for the period 2018-2022.","305.1",NA
"En cumplimiento del compromiso asumido en el Acuerdo Nacional de Partidos Políticos representados en la Asamblea Legislativa, firmado en junio del 2017, incluimos en este Plan de Gobierno aquellos acuerdos aprobados por la mayoría de los partidos y que contaron con el voto favorable del Frente Amplio.","In compliance with the commitment assumed in the National Agreement of Political Parties represented in the Legislative Assembly, signed in June 2017, we include in this Government Plan those agreements approved by the majority of the parties and that counted with the favorable vote of the Frente Amplio.","202.1",NA
"Los mismos aparecen distribuidos en diferentes capítulos, según las temáticas correspondientes.","They are distributed in different chapters, according to the corresponding topics.","202.1",NA
"Los desafíos que tenemos como país no se resolverán volviendo al pasado ni tampoco con discursos mesiánicos, autoritarios o demagógicos.","The challenges we face as a country will not be solved by going back to the past or with messianic, authoritarian or demagogic speeches.","305.1",NA
"Necesitamos un cambio efectivo","We need effective change","305.1",NA
"pero también construirlo con mayor participación, debate respetuoso, diálogo, negociación y construcción de acuerdos entre todas y todos.",", but we also need to build it with greater participation, respectful debate, dialogue, negotiation and the construction of agreements among all of us.","202.1",NA
