"text","text_en","cmp_code","eu_code"
"JOSÉ BLANDON","JOSE BLANDON","H",NA
"PRESENTACIÓN","PRESENTATION","H",NA
"En una campaña electoral, no solo las propuestas importan, sino también la trayectoria de quien las propone.","In an election campaign, it is not only the proposals that matter, but also the track record of the proponent.","305.2",NA
"Las acciones dicen más que las palabras.","Actions speak louder than words.","305.2",NA
"Desde muy joven he participado desde diferentes trincheras en la lucha permanente por hacer de Panamá un país democrático, justo y con oportunidades reales; para que cada panameña y panameño, cada niño, joven y adulto puedan gozar de una vida digna y feliz.","Since I was very young I have participated from different trenches in the permanent struggle to make Panama a democratic and fair country with real opportunities, so that every Panamanian, every child, young person and adult can enjoy a dignified and happy life.","305.2",NA
"En mis más de 30 años de lucha continua, me he enfrentado a grandes retos y he sufrido decepciones; sin embargo, en ningún momento ha pasado por mi mente abandonar el campo de batalla o darme por vencido, porque nací para enfrentar retos.","In my more than 30 years of continuous struggle, I have faced great challenges and suffered disappointments; however, at no time has it ever crossed my mind to abandon the battlefield or give up, because I was born to face challenges.","305.2",NA
"Así me criaron mis padres y abuelos, con una firme vocación de servir a mi pueblo.","This is how my parents and grandparents raised me, with a firm vocation to serve my people.","305.2",NA
"He buscado mantener siempre una consistencia en mis planteamientos, que exista coherencia entre lo que digo y lo que hago.","I have always tried to maintain consistency in my approaches, that there is coherence between what I say and what I do.","305.2",NA
"Por eso, me siento confiado en que mi trayectoria puede ser sometida al escrutinio público y podrán constatar que, por ejemplo, he sido toda la vida consecuente luchador por una Constituyente, como el fortalecimiento de la paz, el bienestar, el deporte y la cultura.","Therefore, I feel confident that my trajectory can be subjected to public scrutiny and you will be able to see that, for example, I have been a lifelong consistent fighter for a Constituent Assembly, as well as for the strengthening of peace, welfare, sports and culture.","305.2",NA
"Algunos buscarán desacreditar nuestra trayectoria, especialmente como Alcalde de la Ciudad de Panamá.","Some will seek to discredit our trajectory, especially as Mayor of Panama City.","305.2",NA
