"text","text_en","cmp_code","eu_code"
"PROGRAMA ELECTORAL PER CATALUNYA.",NA,NA,NA
"Índex",NA,NA,NA
"PER CATALUNYA. .............................................................................................................................. 4",NA,NA,NA
"A què respon el nostre programa electoral?",NA,NA,NA
"Què hi ha en joc en aquestes",NA,NA,NA
"eleccions? .................................................................................................................................................. 4",NA,NA,NA
"Ja n’hi ha prou .......................................................................................................................................... 4",NA,NA,NA
"Per Catalunya.",NA,NA,NA
".......................................................................................................................................... 5",NA,NA,NA
"La candidatura ......................................................................................................................................... 6",NA,NA,NA
"1.",NA,NA,NA
"PER RECUPERAR ELS NOSTRES DRETS POLÍTICS I LLIBERTATS ...................... 8",NA,NA,NA
"a.",NA,NA,NA
"PERQUÈ JA N’HI HA PROU.",NA,NA,NA
".................................................................................................. 8",NA,NA,NA
"i.",NA,NA,NA
"Vulneració de drets fonamentals dels catalans.",NA,NA,NA
"........................................................................................ 8",NA,NA,NA
"ii.",NA,NA,NA
"Diferents governs, els mateixos greuges.",NA,NA,NA
"..................................................................................................",NA,NA,NA
"11",NA,NA,NA
"MEMORIAL ACTUALITZAT DE GREUGES EN DIFERENTS ÀMBITS I SECTORS: .............................",NA,NA,NA
"12",NA,NA,NA
"iii.",NA,NA,NA
"Pèrdua d’autogovern I vulneracions competencials ........................................................................",NA,NA,NA
"18",NA,NA,NA
"b.",NA,NA,NA
"PERQUÈ CAL FER FRONT A LA REPRESSIÓ POLÍTICO-JUDICIAL I IMPULSAR",NA,NA,NA
"UNA REGENERACIÓ DEMOCRÀTICA ......................................................................................... 21",NA,NA,NA
"ACCIÓ POLÍTICA I DENÚNCIA ..................................................................................................................................... 21",NA,NA,NA
"c.",NA,NA,NA
"PERQUÈ CAL PERSEVERAR EN L’ACCIÓ EXTERIOR ..................................................... 27",NA,NA,NA
"Catalunya i la Unió Europea ........................................................................................................................................... 27",NA,NA,NA
"Catalunya i l’acció exterior ............................................................................................................................................. 29",NA,NA,NA
"2.",NA,NA,NA
"PER FER RESPECTAR ELS NOSTRES DRETS ECONÒMICS I FISCALS .......... 33",NA,NA,NA
"a.",NA,NA,NA
"DÈFICIT FISCAL I DE FINANÇAMENT ESTRUCTURALS .................................................. 33",NA,NA,NA
"i.",NA,NA,NA
"Dèficit fiscal ........................................................................................................................................................................ 33",NA,NA,NA
"ii.",NA,NA,NA
"Infrafinançament injust de Catalunya ............................................................................................................ 34",NA,NA,NA
"iii.",NA,NA,NA
"La trampa del FLA ........................................................................................................................................................ 35",NA,NA,NA
"b.",NA,NA,NA
"DÈFICIT ESTRUCTURAL D’INVERSIONS ............................................................................... 37",NA,NA,NA
"i.",NA,NA,NA
"Incompliment d’execució d’inversions .......................................................................................................... 37",NA,NA,NA
"ii.",NA,NA,NA
"Baix pes de la inversió de l’estat a Catalunya .......................................................................................... 37",NA,NA,NA
"iii.",NA,NA,NA
"Impagament disposició addicional 3a de l’EAC ................................................................................... 39",NA,NA,NA
"c.",NA,NA,NA
"DÈFICIT D’INFRAESTRUCTURES .............................................................................................. 40",NA,NA,NA
"i.",NA,NA,NA
"Aeroports .............................................................................................................................................................................. 42",NA,NA,NA
"ii.",NA,NA,NA
"Ferrocarrils ......................................................................................................................................................................... 43",NA,NA,NA
"iii.",NA,NA,NA
"Ports ....................................................................................................................................................................................... 45",NA,NA,NA
"iv.",NA,NA,NA
"Transport ............................................................................................................................................................................. 45",NA,NA,NA
"v.",NA,NA,NA
"Infraestructures hidràuliques i d’abastament d’aigua ....................................................................... 46",NA,NA,NA
"vi.",NA,NA,NA
"Xarxa viària ........................................................................................................................................................................ 47",NA,NA,NA
"vii.",NA,NA,NA
"Tecnologies de la informació i de la comunicació ............................................................................ 47",NA,NA,NA
"d.",NA,NA,NA
